experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
193	2026-03-29T11:44:52.247563	68.3841	75.8955	False	min_df: 2 -> 5; max_features: 50000 -> 40000	2.6	{"min_df": 5, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 40000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
194	2026-03-29T11:44:54.656405	73.4354	75.8955	False	norm: l2 -> l1	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
195	2026-03-29T11:44:57.471195	75.8955	75.8955	False	max_features: 50000 -> 40000	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 40000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
196	2026-03-29T11:44:59.443659	65.3234	75.8955	False	max_edges_per_verse: 12 -> 6; max_df: 200 -> 125; ngram_max: 2 -> 2	2.0	{"min_df": 2, "max_df": 125, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 6, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
197	2026-03-29T11:45:02.517479	75.7312	75.8955	False	max_df: 200 -> 250; edge_weight_method: geometric_mean -> min	3.1	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
198	2026-03-29T11:45:05.239498	75.8955	75.8955	False	max_features: 50000 -> 65000	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
199	2026-03-29T11:45:08.242041	75.1976	75.8955	False	sublinear_tf: False -> True; max_df: 200 -> 250	3.0	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
200	2026-03-29T11:45:11.058278	75.8076	75.8955	False	min_tfidf_score: 0.04 -> 0.0495; lemma_verb_first: True -> False	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.0495, "max_features": 50000, "max_edges_per_verse": 12, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
1	2026-03-29T11:47:14.469249	74.6372	74.6372	True	max_edges_per_verse: 12 -> 14	4.3	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 14, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
2	2026-03-29T11:47:17.066777	74.6372	74.6372	False	max_verse_freq: 225 -> 200	2.6	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 14, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
3	2026-03-29T11:47:19.690276	72.3258	74.6372	False	min_df: 2 -> 1; min_tfidf_score: 0.04 -> 0.0258	2.6	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.0258, "max_features": 50000, "max_edges_per_verse": 14, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
4	2026-03-29T11:47:22.362936	75.8919	75.8919	True	max_edges_per_verse: 14 -> 16; max_verse_freq: 225 -> 200	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 16, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
5	2026-03-29T11:47:25.153405	75.8919	75.8919	False	min_token_length: 2 -> 2; max_features: 50000 -> 55000	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 55000, "max_edges_per_verse": 16, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
6	2026-03-29T11:47:27.585934	75.7283	75.8919	False	max_verse_freq: 200 -> 175	2.4	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 16, "max_verse_freq": 175, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
7	2026-03-29T11:47:30.075785	69.4197	75.8919	False	sublinear_tf: False -> True; norm: l2 -> l1; min_df: 2 -> 1	2.5	{"min_df": 1, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 16, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
8	2026-03-29T11:47:32.810964	76.9126	76.9126	True	max_edges_per_verse: 16 -> 18	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
9	2026-03-29T11:47:35.653979	76.9126	76.9126	False	max_features: 50000 -> 60000	2.8	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
10	2026-03-29T11:47:38.383930	76.9126	76.9126	False	ngram_max: 2 -> 1	2.7	{"min_df": 2, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
11	2026-03-29T11:47:41.083616	75.2551	76.9126	False	min_df: 2 -> 3	2.7	{"min_df": 3, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
12	2026-03-29T11:47:43.732982	72.3247	76.9126	False	min_df: 2 -> 5	2.6	{"min_df": 5, "max_df": 200, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
13	2026-03-29T11:47:46.426392	76.8126	76.9126	False	max_df: 200 -> 250; sublinear_tf: False -> True	2.7	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
14	2026-03-29T11:47:48.996661	72.6223	76.9126	False	max_df: 200 -> 175; ngram_max: 2 -> 1; lemma_verb_first: True -> False	2.6	{"min_df": 2, "max_df": 175, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
15	2026-03-29T11:47:51.654262	76.9432	76.9432	True	max_df: 200 -> 225	2.7	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
16	2026-03-29T11:47:54.224962	73.2937	76.9432	False	norm: l2 -> l1; edge_weight_method: geometric_mean -> harmonic_mean	2.6	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
17	2026-03-29T11:47:56.451870	67.6908	76.9432	False	max_df: 225 -> 150; min_df: 2 -> 5	2.2	{"min_df": 5, "max_df": 150, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
18	2026-03-29T11:47:59.220374	74.0343	76.9432	False	norm: l2 -> l1; max_verse_freq: 200 -> 250	2.8	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
19	2026-03-29T11:48:01.998680	76.9981	76.9981	True	max_df: 225 -> 275	2.8	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
20	2026-03-29T11:48:04.564656	76.7479	76.9981	False	min_token_length: 2 -> 2; max_verse_freq: 200 -> 175	2.6	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 50000, "max_edges_per_verse": 18, "max_verse_freq": 175, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
21	2026-03-29T11:48:07.338208	77.0017	77.0017	True	min_token_length: 2 -> 2; lemma_verb_first: True -> False; max_features: 50000 -> 60000	2.8	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 18, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
22	2026-03-29T11:48:10.292741	78.6005	78.6005	True	max_edges_per_verse: 18 -> 22	2.9	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
23	2026-03-29T11:48:13.270722	78.6005	78.6005	False	min_tfidf_score: 0.04 -> 0.0545; min_token_length: 2 -> 2	3.0	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0545, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
24	2026-03-29T11:48:16.120663	78.6005	78.6005	False	ngram_max: 2 -> 1	2.8	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
25	2026-03-29T11:48:18.836645	72.9909	78.6005	False	min_tfidf_score: 0.04 -> 0.0451; norm: l2 -> l1	2.7	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0451, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 200, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
26	2026-03-29T11:48:22.013426	78.6259	78.6259	True	max_verse_freq: 200 -> 225	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
27	2026-03-29T11:48:25.073693	78.6259	78.6259	False	ngram_max: 2 -> 1	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
28	2026-03-29T11:48:28.350660	78.5672	78.6259	False	edge_weight_method: geometric_mean -> min	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
29	2026-03-29T11:48:31.216321	78.6259	78.6259	False	min_tfidf_score: 0.04 -> 0.0327	2.9	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0327, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
30	2026-03-29T11:48:34.176107	75.3220	78.6259	False	min_df: 2 -> 4; ngram_max: 2 -> 1	3.0	{"min_df": 4, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
31	2026-03-29T11:48:37.234025	78.6704	78.6704	True	lemma_verb_first: False -> True	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
32	2026-03-29T11:48:40.469057	74.1344	78.6704	False	min_df: 2 -> 5	3.2	{"min_df": 5, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
33	2026-03-29T11:48:43.239142	74.5408	78.6704	False	max_features: 60000 -> 55000; norm: l2 -> l1; lemma_verb_first: True -> False	2.8	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 55000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
34	2026-03-29T11:48:46.104961	78.6704	78.6704	False	min_tfidf_score: 0.04 -> 0.0275	2.9	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0275, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
35	2026-03-29T11:48:49.015011	76.1889	78.6704	False	min_df: 2 -> 1	2.9	{"min_df": 1, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
36	2026-03-29T11:48:51.925114	76.2189	78.6704	False	min_df: 2 -> 1; max_df: 275 -> 300	2.9	{"min_df": 1, "max_df": 300, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
37	2026-03-29T11:48:54.972918	73.8392	78.6704	False	min_df: 2 -> 5; sublinear_tf: False -> True	3.0	{"min_df": 5, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
38	2026-03-29T11:48:58.075449	78.6836	78.6836	True	max_verse_freq: 225 -> 250	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
39	2026-03-29T11:49:01.260817	78.3528	78.6836	False	sublinear_tf: False -> True	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 22, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
